date,competition,weight,home_team,away_team,home_goals,away_goals,total_goals,goal_diff,result,btts,over_2_5,over_3_5,home_win,draw,away_win,neutral
2010-01-02,Friendly,0.1,Iran,North Korea,1,0,1,1,H,0,0,0,1,0,0,True
2010-01-02,Friendly,0.1,Qatar,Mali,0,0,0,0,D,0,0,0,0,1,0,False
2010-01-02,Friendly,0.1,Syria,Zimbabwe,6,0,6,6,H,0,1,1,1,0,0,True
2010-01-02,Friendly,0.1,Yemen,Tajikistan,0,1,1,-1,A,0,0,0,0,0,1,False
2010-01-03,Friendly,0.1,Angola,Gambia,1,1,2,0,D,1,0,0,0,1,0,True
2010-01-04,Friendly,0.1,Egypt,Mali,1,0,1,1,H,0,0,0,1,0,0,True
2010-01-04,Friendly,0.1,Tanzania,Ivory Coast,0,1,1,-1,A,0,0,0,0,0,1,False
2010-01-05,Friendly,0.1,Ghana,Malawi,0,0,0,0,D,0,0,0,0,1,0,True
2010-01-06,AFC Asian Cup qualification,0.8,Bahrain,Hong Kong,4,0,4,4,H,0,1,1,1,0,0,False
2010-01-06,Friendly,0.1,Benin,Libya,1,0,1,1,H,0,0,0,1,0,0,False
2010-01-06,AFC Asian Cup qualification,0.8,China,Syria,0,0,0,0,D,0,0,0,0,1,0,False
2010-01-06,Friendly,0.1,Gabon,Mozambique,2,0,2,2,H,0,0,0,1,0,0,True
2010-01-06,AFC Asian Cup qualification,0.8,Indonesia,Oman,1,2,3,-1,A,1,1,0,0,0,1,False
2010-01-06,AFC Asian Cup qualification,0.8,Kuwait,Australia,2,2,4,0,D,1,1,1,0,1,0,False
2010-01-06,AFC Asian Cup qualification,0.8,Lebanon,Vietnam,1,1,2,0,D,1,0,0,0,1,0,False
2010-01-06,AFC Asian Cup qualification,0.8,Singapore,Iran,1,3,4,-2,A,1,1,1,0,0,1,False
2010-01-06,AFC Asian Cup qualification,0.8,Thailand,Jordan,0,0,0,0,D,0,0,0,0,1,0,False
2010-01-06,AFC Asian Cup qualification,0.8,United Arab Emirates,Malaysia,1,0,1,1,H,0,0,0,1,0,0,False
2010-01-06,AFC Asian Cup qualification,0.8,Yemen,Japan,2,3,5,-1,A,1,1,1,0,0,1,False
2010-01-07,Friendly,0.1,Rwanda,Ivory Coast,0,2,2,-2,A,0,0,0,0,0,1,True
2010-01-09,Friendly,0.1,Kenya,Cameroon,1,3,4,-2,A,1,1,1,0,0,1,False
2010-01-09,Friendly,0.1,Tunisia,Gambia,1,2,3,-1,A,1,1,0,0,0,1,False
2010-01-09,Friendly,0.1,Zambia,South Korea,4,2,6,2,H,1,1,1,1,0,0,True
2010-01-10,African Cup of Nations,0.6,Angola,Mali,4,4,8,0,D,1,1,1,0,1,0,False
2010-01-11,African Cup of Nations,0.6,Ivory Coast,Burkina Faso,0,0,0,0,D,0,0,0,0,1,0,True
2010-01-11,African Cup of Nations,0.6,Malawi,Algeria,3,0,3,3,H,0,1,0,1,0,0,True
2010-01-12,African Cup of Nations,0.6,Egypt,Nigeria,3,1,4,2,H,1,1,1,1,0,0,True
2010-01-12,African Cup of Nations,0.6,Mozambique,Benin,2,2,4,0,D,1,1,1,0,1,0,True
2010-01-13,African Cup of Nations,0.6,Cameroon,Gabon,0,1,1,-1,A,0,0,0,0,0,1,True
2010-01-13,African Cup of Nations,0.6,Zambia,Tunisia,1,1,2,0,D,1,0,0,0,1,0,True
2010-01-14,African Cup of Nations,0.6,Angola,Malawi,2,0,2,2,H,0,0,0,1,0,0,False
2010-01-14,African Cup of Nations,0.6,Mali,Algeria,0,1,1,-1,A,0,0,0,0,0,1,True
2010-01-15,African Cup of Nations,0.6,Ivory Coast,Ghana,3,1,4,2,H,1,1,1,1,0,0,True
2010-01-15,Friendly,0.1,Yemen,Kenya,3,1,4,2,H,1,1,1,1,0,0,False
2010-01-16,African Cup of Nations,0.6,Egypt,Mozambique,2,0,2,2,H,0,0,0,1,0,0,True
2010-01-16,African Cup of Nations,0.6,Nigeria,Benin,1,0,1,1,H,0,0,0,1,0,0,True
2010-01-17,African Cup of Nations,0.6,Cameroon,Zambia,3,2,5,1,H,1,1,1,1,0,0,True
2010-01-17,African Cup of Nations,0.6,Gabon,Tunisia,0,0,0,0,D,0,0,0,0,1,0,True
2010-01-17,King's Cup,0.6,Thailand,Singapore,1,0,1,1,H,0,0,0,1,0,0,False
2010-01-17,AFC Asian Cup qualification,0.8,Vietnam,China,1,2,3,-1,A,1,1,0,0,0,1,False
2010-01-18,African Cup of Nations,0.6,Angola,Algeria,0,0,0,0,D,0,0,0,0,1,0,False
2010-01-18,Friendly,0.1,Finland,South Korea,0,2,2,-2,A,0,0,0,0,0,1,True
2010-01-18,African Cup of Nations,0.6,Mali,Malawi,3,1,4,2,H,1,1,1,1,0,0,True
2010-01-19,African Cup of Nations,0.6,Burkina Faso,Ghana,0,1,1,-1,A,0,0,0,0,0,1,True
2010-01-20,Friendly,0.1,Chile,Panama,2,1,3,1,H,1,1,0,1,0,0,False
2010-01-20,African Cup of Nations,0.6,Egypt,Benin,2,0,2,2,H,0,0,0,1,0,0,True
2010-01-20,African Cup of Nations,0.6,Nigeria,Mozambique,3,0,3,3,H,0,1,0,1,0,0,True
2010-01-20,Friendly,0.1,Oman,Sweden,0,1,1,-1,A,0,0,0,0,0,1,False
2010-01-20,King's Cup,0.6,Thailand,Poland,1,3,4,-2,A,1,1,1,0,0,1,False
2010-01-20,AFC Asian Cup qualification,0.8,Yemen,Bahrain,3,0,3,3,H,0,1,0,1,0,0,False
2010-01-21,African Cup of Nations,0.6,Cameroon,Tunisia,2,2,4,0,D,1,1,1,0,1,0,True
2010-01-21,African Cup of Nations,0.6,Gabon,Zambia,1,2,3,-1,A,1,1,0,0,0,1,True
2010-01-22,Friendly,0.1,Latvia,South Korea,0,1,1,-1,A,0,0,0,0,0,1,True
2010-01-23,King's Cup,0.6,Poland,Singapore,6,1,7,5,H,1,1,1,1,0,0,True
2010-01-23,Friendly,0.1,Syria,Sweden,1,1,2,0,D,1,0,0,0,1,0,False
2010-01-23,Friendly,0.1,USA,Honduras,1,3,4,-2,A,1,1,1,0,0,1,False
2010-01-24,African Cup of Nations,0.6,Angola,Ghana,0,1,1,-1,A,0,0,0,0,0,1,False
2010-01-24,African Cup of Nations,0.6,Ivory Coast,Algeria,2,3,5,-1,A,1,1,1,0,0,1,True
2010-01-25,African Cup of Nations,0.6,Egypt,Cameroon,3,1,4,2,H,1,1,1,1,0,0,True
2010-01-25,African Cup of Nations,0.6,Zambia,Nigeria,0,0,0,0,D,0,0,0,0,1,0,True
2010-01-26,Friendly,0.1,Argentina,Costa Rica,3,2,5,1,H,1,1,1,1,0,0,False
2010-01-27,Friendly,0.1,South Africa,Zimbabwe,3,0,3,3,H,0,1,0,1,0,0,False
2010-01-28,African Cup of Nations,0.6,Algeria,Egypt,0,4,4,-4,A,0,1,1,0,0,1,True
2010-01-28,African Cup of Nations,0.6,Ghana,Nigeria,1,0,1,1,H,0,0,0,1,0,0,True
2010-01-30,African Cup of Nations,0.6,Nigeria,Algeria,1,0,1,1,H,0,0,0,1,0,0,True
2010-01-31,African Cup of Nations,0.6,Ghana,Egypt,0,1,1,-1,A,0,0,0,0,0,1,True
2010-01-31,Friendly,0.1,Jamaica,Canada,1,0,1,1,H,0,0,0,1,0,0,False
2010-02-02,Friendly,0.1,Japan,Venezuela,0,0,0,0,D,0,0,0,0,1,0,False
2010-02-06,EAFF Championship,0.6,Japan,China,0,0,0,0,D,0,0,0,0,1,0,False
2010-02-07,EAFF Championship,0.6,South Korea,Hong Kong,5,0,5,5,H,0,1,1,1,0,0,True
2010-02-10,Friendly,0.1,Argentina,Jamaica,2,1,3,1,H,1,1,0,1,0,0,False
2010-02-10,EAFF Championship,0.6,China,South Korea,3,0,3,3,H,0,1,0,1,0,0,True
2010-02-11,EAFF Championship,0.6,Japan,Hong Kong,3,0,3,3,H,0,1,0,1,0,0,False
2010-02-14,EAFF Championship,0.6,Hong Kong,China,0,2,2,-2,A,0,0,0,0,0,1,True
2010-02-14,EAFF Championship,0.6,Japan,South Korea,1,3,4,-2,A,1,1,1,0,0,1,False
2010-02-16,AFC Challenge Cup,0.6,Sri Lanka,Myanmar,0,4,4,-4,A,0,1,1,0,0,1,False
2010-02-16,AFC Challenge Cup,0.6,Tajikistan,Bangladesh,1,2,3,-1,A,1,1,0,0,0,1,True
2010-02-17,AFC Challenge Cup,0.6,North Korea,Turkmenistan,1,1,2,0,D,1,0,0,0,1,0,True
2010-02-18,AFC Challenge Cup,0.6,Bangladesh,Myanmar,1,2,3,-1,A,1,1,0,0,0,1,True
2010-02-18,AFC Challenge Cup,0.6,Sri Lanka,Tajikistan,1,3,4,-2,A,1,1,1,0,0,1,False
2010-02-19,Friendly,0.1,Kuwait,Syria,1,1,2,0,D,1,0,0,0,1,0,True
2010-02-19,AFC Challenge Cup,0.6,Kyrgyzstan,North Korea,0,4,4,-4,A,0,1,1,0,0,1,True
2010-02-20,AFC Challenge Cup,0.6,Sri Lanka,Bangladesh,3,0,3,3,H,0,1,0,1,0,0,False
2010-02-20,AFC Challenge Cup,0.6,Tajikistan,Myanmar,3,0,3,3,H,0,1,0,1,0,0,True
2010-02-21,AFC Challenge Cup,0.6,Turkmenistan,Kyrgyzstan,1,0,1,1,H,0,0,0,1,0,0,True
2010-02-24,AFC Challenge Cup,0.6,North Korea,Myanmar,5,0,5,5,H,0,1,1,1,0,0,True
2010-02-24,Friendly,0.1,Mexico,Bolivia,5,0,5,5,H,0,1,1,1,0,0,True
2010-02-24,AFC Challenge Cup,0.6,Tajikistan,Turkmenistan,0,2,2,-2,A,0,0,0,0,0,1,True
2010-02-24,Friendly,0.1,USA,El Salvador,2,1,3,1,H,1,1,0,1,0,0,False
2010-02-25,Friendly,0.1,Jordan,Azerbaijan,0,2,2,-2,A,0,0,0,0,0,1,False
2010-02-25,Friendly,0.1,Kuwait,Bahrain,4,1,5,3,H,1,1,1,1,0,0,True
2010-02-25,AFC Challenge Cup,0.6,Turkmenistan,North Korea,1,1,2,0,D,1,0,0,0,1,0,True
2010-02-27,Friendly,0.1,Malaysia,Yemen,1,0,1,1,H,0,0,0,1,0,0,False
2010-02-27,AFC Challenge Cup,0.6,Tajikistan,Myanmar,1,0,1,1,H,0,0,0,1,0,0,True
2010-03-02,Friendly,0.1,Guadeloupe,Saint Kitts and Nevis,2,1,3,1,H,1,1,0,1,0,0,False
2010-03-02,Friendly,0.1,Republic of Ireland,Brazil,0,2,2,-2,A,0,0,0,0,0,1,True
2010-03-03,Friendly,0.1,Albania,Northern Ireland,1,0,1,1,H,0,0,0,1,0,0,False
2010-03-03,Friendly,0.1,Algeria,Serbia,0,3,3,-3,A,0,1,0,0,0,1,False
2010-03-03,Friendly,0.1,Angola,Latvia,1,1,2,0,D,1,0,0,0,1,0,False
2010-03-03,Friendly,0.1,Armenia,Belarus,1,3,4,-2,A,1,1,1,0,0,1,True
2010-03-03,AFC Asian Cup qualification,0.8,Australia,Indonesia,1,0,1,1,H,0,0,0,1,0,0,False
2010-03-03,Friendly,0.1,Austria,Denmark,2,1,3,1,H,1,1,0,1,0,0,False
2010-03-03,Friendly,0.1,Belgium,Croatia,0,1,1,-1,A,0,0,0,0,0,1,False
2010-03-03,Friendly,0.1,Bosnia and Herzegovina,Ghana,2,1,3,1,H,1,1,0,1,0,0,False
2010-03-03,Friendly,0.1,Cyprus,Iceland,0,0,0,0,D,0,0,0,0,1,0,False
2010-03-03,Friendly,0.1,El Salvador,Guatemala,1,2,3,-1,A,1,1,0,0,0,1,True
2010-03-03,Friendly,0.1,England,Egypt,3,1,4,2,H,1,1,1,1,0,0,False
2010-03-03,Friendly,0.1,France,Spain,0,2,2,-2,A,0,0,0,0,0,1,False
2010-03-03,Friendly,0.1,Georgia,Estonia,2,1,3,1,H,1,1,0,1,0,0,False
2010-03-03,Friendly,0.1,Germany,Argentina,0,1,1,-1,A,0,0,0,0,0,1,False
2010-03-03,Friendly,0.1,Greece,Senegal,0,2,2,-2,A,0,0,0,0,0,1,False
2010-03-03,AFC Asian Cup qualification,0.8,Hong Kong,Yemen,0,0,0,0,D,0,0,0,0,1,0,False
2010-03-03,Friendly,0.1,Hungary,Russia,1,1,2,0,D,1,0,0,0,1,0,False
2010-03-03,AFC Asian Cup qualification,0.8,Iran,Thailand,1,0,1,1,H,0,0,0,1,0,0,False
2010-03-03,Friendly,0.1,Italy,Cameroon,0,0,0,0,D,0,0,0,0,1,0,True
2010-03-03,Friendly,0.1,Ivory Coast,South Korea,0,2,2,-2,A,0,0,0,0,0,1,True
2010-03-03,AFC Asian Cup qualification,0.8,Japan,Bahrain,2,0,2,2,H,0,0,0,1,0,0,False
2010-03-03,AFC Asian Cup qualification,0.8,Jordan,Singapore,2,1,3,1,H,1,1,0,1,0,0,False
2010-03-03,Friendly,0.1,Kazakhstan,Moldova,0,1,1,-1,A,0,0,0,0,0,1,True
2010-03-03,Friendly,0.1,Libya,Mali,2,1,3,1,H,1,1,0,1,0,0,False
2010-03-03,Friendly,0.1,Luxembourg,Azerbaijan,1,2,3,-1,A,1,1,0,0,0,1,False
2010-03-03,Friendly,0.1,North Macedonia,Montenegro,2,1,3,1,H,1,1,0,1,0,0,False
2010-03-03,Friendly,0.1,Malta,Finland,1,2,3,-1,A,1,1,0,0,0,1,False
2010-03-03,Friendly,0.1,Mexico,New Zealand,2,0,2,2,H,0,0,0,1,0,0,True
2010-03-03,Friendly,0.1,Mozambique,Botswana,0,1,1,-1,A,0,0,0,0,0,1,False
2010-03-03,Friendly,0.1,Netherlands,USA,2,1,3,1,H,1,1,0,1,0,0,False
2010-03-03,Friendly,0.1,Nigeria,Congo DR,5,2,7,3,H,1,1,1,1,0,0,False
2010-03-03,AFC Asian Cup qualification,0.8,Oman,Kuwait,0,0,0,0,D,0,0,0,0,1,0,False
2010-03-03,Friendly,0.1,Poland,Bulgaria,2,0,2,2,H,0,0,0,1,0,0,False
2010-03-03,Friendly,0.1,Portugal,China,2,0,2,2,H,0,0,0,1,0,0,False
2010-03-03,Friendly,0.1,Romania,Israel,0,2,2,-2,A,0,0,0,0,0,1,False
2010-03-03,Friendly,0.1,Scotland,Czech Republic,1,0,1,1,H,0,0,0,1,0,0,False
2010-03-03,Friendly,0.1,Slovakia,Norway,0,1,1,-1,A,0,0,0,0,0,1,False
2010-03-03,Friendly,0.1,Slovenia,Qatar,4,1,5,3,H,1,1,1,1,0,0,False
2010-03-03,Friendly,0.1,South Africa,Namibia,1,1,2,0,D,1,0,0,0,1,0,False
2010-03-03,Friendly,0.1,Switzerland,Uruguay,1,3,4,-2,A,1,1,1,0,0,1,False
2010-03-03,AFC Asian Cup qualification,0.8,Syria,Lebanon,4,0,4,4,H,0,1,1,1,0,0,False
2010-03-03,Friendly,0.1,Tanzania,Uganda,2,3,5,-1,A,1,1,1,0,0,1,False
2010-03-03,Friendly,0.1,Turkey,Honduras,2,0,2,2,H,0,0,0,1,0,0,False
2010-03-03,AFC Asian Cup qualification,0.8,Uzbekistan,United Arab Emirates,0,1,1,-1,A,0,0,0,0,0,1,False
2010-03-03,Friendly,0.1,Venezuela,Panama,1,2,3,-1,A,1,1,0,0,0,1,False
2010-03-03,Friendly,0.1,Wales,Sweden,0,1,1,-1,A,0,0,0,0,0,1,False
2010-03-03,Friendly,0.1,Zimbabwe,Malawi,2,1,3,1,H,1,1,0,1,0,0,False
2010-03-06,Friendly,0.1,Venezuela,North Korea,2,1,3,1,H,1,1,0,1,0,0,False
2010-03-07,Friendly,0.1,Niger,Benin,2,0,2,2,H,0,0,0,1,0,0,False
2010-03-11,Friendly,0.1,Padania,Provence,1,3,4,-2,A,1,1,1,0,0,1,False
2010-03-17,Friendly,0.1,Mexico,North Korea,2,1,3,1,H,1,1,0,1,0,0,False
2010-03-20,Muratti Vase,0.6,Alderney,Jersey,0,3,3,-3,A,0,1,0,0,0,1,False
2010-03-21,Friendly,0.1,Iceland,Faroe Islands,2,0,2,2,H,0,0,0,1,0,0,False
2010-03-21,Friendly,0.1,Namibia,Botswana,0,0,0,0,D,0,0,0,0,1,0,False
2010-03-24,Friendly,0.1,Martinique,Haiti,0,0,0,0,D,0,0,0,0,1,0,False
2010-03-24,Friendly,0.1,Mexico,Iceland,0,0,0,0,D,0,0,0,0,1,0,True
2010-03-31,Friendly,0.1,Chile,Venezuela,0,0,0,0,D,0,0,0,0,1,0,False
2010-03-31,Friendly,0.1,Paraguay,South Africa,1,1,2,0,D,1,0,0,0,1,0,False
2010-04-03,Friendly,0.1,Saint Kitts and Nevis,Guadeloupe,3,0,3,3,H,0,1,0,1,0,0,False
2010-04-03,Friendly,0.1,Occitania,Monaco,5,1,6,4,H,1,1,1,1,0,0,False
2010-04-07,Friendly,0.1,Japan,Serbia,0,3,3,-3,A,0,1,0,0,0,1,False
2010-04-21,Friendly,0.1,Honduras,Venezuela,0,1,1,-1,A,0,0,0,0,0,1,False
2010-04-22,Friendly,0.1,South Africa,North Korea,0,0,0,0,D,0,0,0,0,1,0,True
2010-04-28,Friendly,0.1,South Africa,Jamaica,2,0,2,2,H,0,0,0,1,0,0,True
2010-05-05,Friendly,0.1,Argentina,Haiti,4,0,4,4,H,0,1,1,1,0,0,False
2010-05-05,Friendly,0.1,Chile,Trinidad and Tobago,2,0,2,2,H,0,0,0,1,0,0,False
2010-05-07,Friendly,0.1,Mexico,Ecuador,0,0,0,0,D,0,0,0,0,1,0,True
2010-05-08,Muratti Vase,0.6,Jersey,Guernsey,0,1,1,-1,A,0,0,0,0,0,1,False
2010-05-10,Friendly,0.1,Mexico,Senegal,1,0,1,1,H,0,0,0,1,0,0,True
2010-05-12,Friendly,0.1,Yemen,Malawi,1,0,1,1,H,0,0,0,1,0,0,False
2010-05-13,Friendly,0.1,Germany,Malta,3,0,3,3,H,0,1,0,1,0,0,False
2010-05-13,Friendly,0.1,Mexico,Angola,1,0,1,1,H,0,0,0,1,0,0,True
2010-05-15,Friendly,0.1,Paraguay,North Korea,1,0,1,1,H,0,0,0,1,0,0,True
2010-05-16,Friendly,0.1,South Korea,Ecuador,2,0,2,2,H,0,0,0,1,0,0,False
2010-05-16,Friendly,0.1,Mexico,Chile,1,0,1,1,H,0,0,0,1,0,0,False
2010-05-16,Friendly,0.1,South Africa,Thailand,4,0,4,4,H,0,1,1,1,0,0,False
2010-05-18,Friendly,0.1,Yemen,Oman,0,1,1,-1,A,0,0,0,0,0,1,False
2010-05-19,Friendly,0.1,Austria,Croatia,0,1,1,-1,A,0,0,0,0,0,1,False
2010-05-19,Friendly,0.1,Belgium,Bulgaria,2,1,3,1,H,1,1,0,1,0,0,False
2010-05-19,Corsica Cup,0.6,Gabon,Togo,3,0,3,3,H,0,1,0,1,0,0,True
2010-05-19,Corsica Cup,0.6,Corsica,Brittany,2,0,2,2,H,0,0,0,1,0,0,False
2010-05-20,Friendly,0.1,Aruba,Venezuela,0,3,3,-3,A,0,1,0,0,0,1,False
2010-05-21,Friendly,0.1,Congo DR,Saudi Arabia,0,2,2,-2,A,0,0,0,0,0,1,True
2010-05-21,Friendly,0.1,Estonia,Finland,2,0,2,2,H,0,0,0,1,0,0,False
2010-05-21,Corsica Cup,0.6,Brittany,Togo,2,1,3,1,H,1,1,0,1,0,0,False
2010-05-21,Corsica Cup,0.6,Corsica,Gabon,1,1,2,0,D,1,0,0,0,1,0,False
2010-05-22,Friendly,0.1,Turkey,Czech Republic,2,1,3,1,H,1,1,0,1,0,0,True
2010-05-23,Friendly,0.1,Croatia,Wales,2,0,2,2,H,0,0,0,1,0,0,False
2010-05-24,Friendly,0.1,Argentina,Canada,5,0,5,5,H,0,1,1,1,0,0,False
2010-05-24,Friendly,0.1,Australia,New Zealand,2,1,3,1,H,1,1,0,1,0,0,False
2010-05-24,Friendly,0.1,England,Mexico,3,1,4,2,H,1,1,1,1,0,0,False
2010-05-24,Friendly,0.1,Japan,South Korea,0,2,2,-2,A,0,0,0,0,0,1,False
2010-05-24,Friendly,0.1,Portugal,Cape Verde,0,0,0,0,D,0,0,0,0,1,0,False
2010-05-24,Friendly,0.1,South Africa,Bulgaria,1,1,2,0,D,1,0,0,0,1,0,False
2010-05-25,Friendly,0.1,Armenia,Uzbekistan,3,1,4,2,H,1,1,1,1,0,0,False
2010-05-25,Friendly,0.1,Georgia,Cameroon,0,0,0,0,D,0,0,0,0,1,0,True
2010-05-25,Friendly,0.1,Greece,North Korea,2,2,4,0,D,1,1,1,0,1,0,True
2010-05-25,Friendly,0.1,Republic of Ireland,Paraguay,2,1,3,1,H,1,1,0,1,0,0,False
2010-05-25,Friendly,0.1,Montenegro,Albania,0,1,1,-1,A,0,0,0,0,0,1,False
2010-05-25,Friendly,0.1,Nigeria,Saudi Arabia,0,0,0,0,D,0,0,0,0,1,0,True
2010-05-25,Friendly,0.1,Ukraine,Lithuania,4,0,4,4,H,0,1,1,1,0,0,False
2010-05-25,Friendly,0.1,USA,Czech Republic,2,4,6,-2,A,1,1,1,0,0,1,False
2010-05-26,Friendly,0.1,Azerbaijan,Moldova,1,1,2,0,D,1,0,0,0,1,0,True
2010-05-26,Friendly,0.1,Chile,Zambia,3,0,3,3,H,0,1,0,1,0,0,False
2010-05-26,Friendly,0.1,Estonia,Croatia,0,0,0,0,D,0,0,0,0,1,0,False
2010-05-26,Friendly,0.1,France,Costa Rica,2,1,3,1,H,1,1,0,1,0,0,False
2010-05-26,Friendly,0.1,Netherlands,Mexico,2,1,3,1,H,1,1,0,1,0,0,True
2010-05-26,Friendly,0.1,Northern Ireland,Turkey,0,2,2,-2,A,0,0,0,0,0,1,True
2010-05-26,Friendly,0.1,Uruguay,Israel,4,1,5,3,H,1,1,1,1,0,0,False
2010-05-27,Friendly,0.1,Belarus,Honduras,2,2,4,0,D,1,1,1,0,1,0,True
2010-05-27,Friendly,0.1,Denmark,Senegal,2,0,2,2,H,0,0,0,1,0,0,False
2010-05-27,Friendly,0.1,South Africa,Colombia,2,1,3,1,H,1,1,0,1,0,0,False
2010-05-28,Friendly,0.1,Republic of Ireland,Algeria,3,0,3,3,H,0,1,0,1,0,0,False
2010-05-29,Friendly,0.1,Azerbaijan,North Macedonia,1,3,4,-2,A,1,1,1,0,0,1,True
2010-05-29,Friendly,0.1,Hungary,Germany,0,3,3,-3,A,0,1,0,0,0,1,False
2010-05-29,Friendly,0.1,Iceland,Andorra,4,0,4,4,H,0,1,1,1,0,0,False
2010-05-29,Friendly,0.1,Moldova,United Arab Emirates,2,3,5,-1,A,1,1,1,0,0,1,True
2010-05-29,Friendly,0.1,New Zealand,Serbia,1,0,1,1,H,0,0,0,1,0,0,True
2010-05-29,Friendly,0.1,Norway,Montenegro,2,1,3,1,H,1,1,0,1,0,0,False
2010-05-29,Friendly,0.1,Poland,Finland,0,0,0,0,D,0,0,0,0,1,0,False
2010-05-29,Friendly,0.1,Slovakia,Cameroon,1,1,2,0,D,1,0,0,0,1,0,True
2010-05-29,Friendly,0.1,Spain,Saudi Arabia,3,2,5,1,H,1,1,1,1,0,0,True
2010-05-29,Friendly,0.1,Sweden,Bosnia and Herzegovina,4,2,6,2,H,1,1,1,1,0,0,False
2010-05-29,Friendly,0.1,Ukraine,Romania,3,2,5,1,H,1,1,1,1,0,0,False
2010-05-29,Friendly,0.1,USA,Turkey,2,1,3,1,H,1,1,0,1,0,0,False
2010-05-29,Friendly,0.1,Venezuela,Canada,1,1,2,0,D,1,0,0,0,1,0,False
2010-05-30,Friendly,0.1,Belarus,South Korea,1,0,1,1,H,0,0,0,1,0,0,True
2010-05-30,Friendly,0.1,Chile,Northern Ireland,1,0,1,1,H,0,0,0,1,0,0,False
2010-05-30,Friendly,0.1,Chile,Israel,3,0,3,3,H,0,1,0,1,0,0,False
2010-05-30,Friendly,0.1,Grenada,Martinique,2,2,4,0,D,1,1,1,0,1,0,False
2010-05-30,Friendly,0.1,Japan,England,1,2,3,-1,A,1,1,0,0,0,1,True
2010-05-30,Friendly,0.1,Mexico,Gambia,5,1,6,4,H,1,1,1,1,0,0,True
2010-05-30,Friendly,0.1,Nigeria,Colombia,1,1,2,0,D,1,0,0,0,1,0,True
2010-05-30,Friendly,0.1,Paraguay,Ivory Coast,2,2,4,0,D,1,1,1,0,1,0,True
2010-05-30,Friendly,0.1,Tunisia,France,1,1,2,0,D,1,0,0,0,1,0,False
2010-05-31,Friendly,0.1,South Africa,Guatemala,5,0,5,5,H,0,1,1,1,0,0,False
2010-05-31,Viva World Cup,1.0,Gozo,Padania,1,2,3,-1,A,1,1,0,0,0,1,False
2010-05-31,Viva World Cup,1.0,Iraqi Kurdistan,Two Sicilies,4,1,5,3,H,1,1,1,1,0,0,True
2010-06-01,Friendly,0.1,Australia,Denmark,1,0,1,1,H,0,0,0,1,0,0,True
2010-06-01,Friendly,0.1,Netherlands,Ghana,4,1,5,3,H,1,1,1,1,0,0,False
2010-06-01,Friendly,0.1,Portugal,Cameroon,3,1,4,2,H,1,1,1,1,0,0,False
2010-06-01,Friendly,0.1,Switzerland,Costa Rica,0,1,1,-1,A,0,0,0,0,0,1,False
2010-06-01,Viva World Cup,1.0,Occitania,Padania,0,1,1,-1,A,0,0,0,0,0,1,True
2010-06-01,Viva World Cup,1.0,Provence,Two Sicilies,0,1,1,-1,A,0,0,0,0,0,1,True
2010-06-02,Friendly,0.1,Albania,Andorra,1,0,1,1,H,0,0,0,1,0,0,False
2010-06-02,Friendly,0.1,Azerbaijan,Honduras,0,0,0,0,D,0,0,0,0,1,0,True
2010-06-02,Friendly,0.1,Belarus,Sweden,0,1,1,-1,A,0,0,0,0,0,1,False
2010-06-02,Friendly,0.1,Greece,Paraguay,0,2,2,-2,A,0,0,0,0,0,1,True
2010-06-02,Friendly,0.1,Norway,Ukraine,0,1,1,-1,A,0,0,0,0,0,1,False
2010-06-02,Friendly,0.1,Romania,North Macedonia,0,1,1,-1,A,0,0,0,0,0,1,True
2010-06-02,Friendly,0.1,Serbia,Poland,0,0,0,0,D,0,0,0,0,1,0,True
2010-06-02,Friendly,0.1,Zimbabwe,Brazil,0,3,3,-3,A,0,1,0,0,0,1,False
2010-06-02,Viva World Cup,1.0,Gozo,Occitania,0,5,5,-5,A,0,1,1,0,0,1,False
2010-06-02,Viva World Cup,1.0,Iraqi Kurdistan,Provence,3,2,5,1,H,1,1,1,1,0,0,True
2010-06-03,Friendly,0.1,Germany,Bosnia and Herzegovina,3,1,4,2,H,1,1,1,1,0,0,False
2010-06-03,Friendly,0.1,Italy,Mexico,1,2,3,-1,A,1,1,0,0,0,1,True
2010-06-03,Friendly,0.1,Spain,South Korea,1,0,1,1,H,0,0,0,1,0,0,True
2010-06-04,Friendly,0.1,France,China,0,1,1,-1,A,0,0,0,0,0,1,True
2010-06-04,Friendly,0.1,Japan,Ivory Coast,0,2,2,-2,A,0,0,0,0,0,1,True
2010-06-04,Friendly,0.1,Luxembourg,Faroe Islands,0,0,0,0,D,0,0,0,0,1,0,False
2010-06-04,Friendly,0.1,Slovenia,New Zealand,3,1,4,2,H,1,1,1,1,0,0,False
2010-06-04,Friendly,0.1,Sudan,Palestine,1,1,2,0,D,1,0,0,0,1,0,False
2010-06-04,Viva World Cup,1.0,Iraqi Kurdistan,Occitania,2,1,3,1,H,1,1,0,1,0,0,True
2010-06-04,Viva World Cup,1.0,Padania,Two Sicilies,2,0,2,2,H,0,0,0,1,0,0,True
2010-06-04,Viva World Cup,1.0,Gozo,Provence,2,1,3,1,H,1,1,0,1,0,0,False
2010-06-05,Friendly,0.1,Algeria,United Arab Emirates,1,0,1,1,H,0,0,0,1,0,0,True
2010-06-05,Friendly,0.1,Australia,USA,1,3,4,-2,A,1,1,1,0,0,1,True
2010-06-05,Friendly,0.1,Ghana,Latvia,1,0,1,1,H,0,0,0,1,0,0,True
