date,competition,weight,home_team,away_team,home_goals,away_goals,total_goals,goal_diff,result,btts,over_2_5,over_3_5,home_win,draw,away_win,neutral
2020-10-13,FIFA World Cup qualification,1.0,Venezuela,Paraguay,0,1,1,-1,A,0,0,0,0,0,1,False
2020-10-13,FIFA World Cup qualification,1.0,Peru,Brazil,2,4,6,-2,A,1,1,1,0,0,1,False
2020-10-13,FIFA World Cup qualification,1.0,Chile,Colombia,2,2,4,0,D,1,1,1,0,1,0,False
2020-10-14,UEFA Nations League,0.75,Italy,Netherlands,1,1,2,0,D,1,0,0,0,1,0,False
2020-10-14,UEFA Nations League,0.75,Poland,Bosnia and Herzegovina,3,0,3,3,H,0,1,0,1,0,0,False
2020-10-14,UEFA Nations League,0.75,Iceland,Belgium,1,2,3,-1,A,1,1,0,0,0,1,False
2020-10-14,UEFA Nations League,0.75,England,Denmark,0,1,1,-1,A,0,0,0,0,0,1,False
2020-10-14,UEFA Nations League,0.75,Portugal,Sweden,3,0,3,3,H,0,1,0,1,0,0,False
2020-10-14,UEFA Nations League,0.75,Croatia,France,1,2,3,-1,A,1,1,0,0,0,1,False
2020-10-14,UEFA Nations League,0.75,Norway,Northern Ireland,1,0,1,1,H,0,0,0,1,0,0,False
2020-10-14,UEFA Nations League,0.75,Romania,Austria,0,1,1,-1,A,0,0,0,0,0,1,False
2020-10-14,UEFA Nations League,0.75,Scotland,Czech Republic,1,0,1,1,H,0,0,0,1,0,0,False
2020-10-14,UEFA Nations League,0.75,Slovakia,Israel,2,3,5,-1,A,1,1,1,0,0,1,False
2020-10-14,UEFA Nations League,0.75,Russia,Hungary,0,0,0,0,D,0,0,0,0,1,0,False
2020-10-14,UEFA Nations League,0.75,Turkey,Serbia,2,2,4,0,D,1,1,1,0,1,0,False
2020-10-14,UEFA Nations League,0.75,Finland,Republic of Ireland,1,0,1,1,H,0,0,0,1,0,0,False
2020-10-14,UEFA Nations League,0.75,Bulgaria,Wales,0,1,1,-1,A,0,0,0,0,0,1,False
2020-10-14,UEFA Nations League,0.75,North Macedonia,Georgia,1,1,2,0,D,1,0,0,0,1,0,False
2020-10-14,UEFA Nations League,0.75,Estonia,Armenia,1,1,2,0,D,1,0,0,0,1,0,False
2020-10-14,UEFA Nations League,0.75,Greece,Kosovo,0,0,0,0,D,0,0,0,0,1,0,False
2020-10-14,UEFA Nations League,0.75,Moldova,Slovenia,0,4,4,-4,A,0,1,1,0,0,1,False
2020-10-14,UEFA Nations League,0.75,Lithuania,Albania,0,0,0,0,D,0,0,0,0,1,0,False
2020-10-14,UEFA Nations League,0.75,Belarus,Kazakhstan,2,0,2,2,H,0,0,0,1,0,0,False
2020-11-06,Friendly,0.1,Ethiopia,Sudan,2,2,4,0,D,1,1,1,0,1,0,False
2020-11-07,Friendly,0.1,Bahrain,Tajikistan,1,0,1,1,H,0,0,0,1,0,0,True
2020-11-11,Friendly,0.1,Albania,Kosovo,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-11,Friendly,0.1,Belgium,Switzerland,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-11,Friendly,0.1,Bulgaria,Gibraltar,3,0,3,3,H,0,1,0,1,0,0,False
2020-11-11,Friendly,0.1,Denmark,Sweden,2,0,2,2,H,0,0,0,1,0,0,False
2020-11-11,Friendly,0.1,France,Finland,0,2,2,-2,A,0,0,0,0,0,1,False
2020-11-11,Friendly,0.1,Germany,Czech Republic,1,0,1,1,H,0,0,0,1,0,0,False
2020-11-11,Friendly,0.1,Greece,Cyprus,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-11,Friendly,0.1,Italy,Estonia,4,0,4,4,H,0,1,1,1,0,0,False
2020-11-11,Friendly,0.1,Lithuania,Faroe Islands,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-11,Friendly,0.1,Luxembourg,Austria,0,3,3,-3,A,0,1,0,0,0,1,False
2020-11-11,Friendly,0.1,Malta,Liechtenstein,3,0,3,3,H,0,1,0,1,0,0,False
2020-11-11,Friendly,0.1,Montenegro,Kazakhstan,0,0,0,0,D,0,0,0,0,1,0,False
2020-11-11,Friendly,0.1,Netherlands,Spain,1,1,2,0,D,1,0,0,0,1,0,False
2020-11-11,Friendly,0.1,Poland,Ukraine,2,0,2,2,H,0,0,0,1,0,0,False
2020-11-11,Friendly,0.1,Portugal,Andorra,7,0,7,7,H,0,1,1,1,0,0,False
2020-11-11,Friendly,0.1,Romania,Belarus,5,3,8,2,H,1,1,1,1,0,0,False
2020-11-11,Friendly,0.1,San Marino,Latvia,0,3,3,-3,A,0,1,0,0,0,1,False
2020-11-11,Friendly,0.1,Slovenia,Azerbaijan,0,0,0,0,D,0,0,0,0,1,0,False
2020-11-11,Friendly,0.1,Turkey,Croatia,3,3,6,0,D,1,1,1,0,1,0,False
2020-11-11,African Cup of Nations qualification,0.6,Guinea,Chad,1,0,1,1,H,0,0,0,1,0,0,False
2020-11-11,African Cup of Nations qualification,0.6,Mauritania,Burundi,1,1,2,0,D,1,0,0,0,1,0,False
2020-11-11,African Cup of Nations qualification,0.6,Kenya,Comoros,1,1,2,0,D,1,0,0,0,1,0,False
2020-11-11,African Cup of Nations qualification,0.6,Senegal,Guinea-Bissau,2,0,2,2,H,0,0,0,1,0,0,False
2020-11-11,African Cup of Nations qualification,0.6,Libya,Equatorial Guinea,2,3,5,-1,A,1,1,1,0,0,1,True
2020-11-12,UEFA Euro qualification,0.85,Hungary,Iceland,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-12,UEFA Euro qualification,0.85,Northern Ireland,Slovakia,1,2,3,-1,A,1,1,0,0,0,1,False
2020-11-12,UEFA Euro qualification,0.85,Serbia,Scotland,1,1,2,0,D,1,0,0,0,1,0,False
2020-11-12,UEFA Euro qualification,0.85,Georgia,North Macedonia,0,1,1,-1,A,0,0,0,0,0,1,False
2020-11-12,Friendly,0.1,Bosnia and Herzegovina,Iran,0,2,2,-2,A,0,0,0,0,0,1,False
2020-11-12,Friendly,0.1,England,Republic of Ireland,3,0,3,3,H,0,1,0,1,0,0,False
2020-11-12,Friendly,0.1,Jordan,Iraq,0,0,0,0,D,0,0,0,0,1,0,True
2020-11-12,Friendly,0.1,Lebanon,Bahrain,1,3,4,-2,A,1,1,1,0,0,1,True
2020-11-12,Friendly,0.1,Moldova,Russia,0,0,0,0,D,0,0,0,0,1,0,False
2020-11-12,Friendly,0.1,United Arab Emirates,Tajikistan,3,2,5,1,H,1,1,1,1,0,0,False
2020-11-12,Friendly,0.1,Uzbekistan,Syria,0,1,1,-1,A,0,0,0,0,0,1,True
2020-11-12,Friendly,0.1,Wales,USA,0,0,0,0,D,0,0,0,0,1,0,False
2020-11-12,FIFA World Cup qualification,1.0,Bolivia,Ecuador,2,3,5,-1,A,1,1,1,0,0,1,False
2020-11-12,FIFA World Cup qualification,1.0,Argentina,Paraguay,1,1,2,0,D,1,0,0,0,1,0,False
2020-11-12,African Cup of Nations qualification,0.6,Burkina Faso,Malawi,3,1,4,2,H,1,1,1,1,0,0,False
2020-11-12,African Cup of Nations qualification,0.6,Uganda,South Sudan,1,0,1,1,H,0,0,0,1,0,0,False
2020-11-12,African Cup of Nations qualification,0.6,Ghana,Sudan,2,0,2,2,H,0,0,0,1,0,0,False
2020-11-12,African Cup of Nations qualification,0.6,Gabon,Gambia,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-12,African Cup of Nations qualification,0.6,Cape Verde,Rwanda,0,0,0,0,D,0,0,0,0,1,0,False
2020-11-12,African Cup of Nations qualification,0.6,Cameroon,Mozambique,4,1,5,3,H,1,1,1,1,0,0,False
2020-11-12,African Cup of Nations qualification,0.6,Zambia,Botswana,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-12,African Cup of Nations qualification,0.6,Algeria,Zimbabwe,3,1,4,2,H,1,1,1,1,0,0,False
2020-11-12,African Cup of Nations qualification,0.6,Congo,Eswatini,2,0,2,2,H,0,0,0,1,0,0,False
2020-11-12,African Cup of Nations qualification,0.6,Ivory Coast,Madagascar,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-13,Friendly,0.1,Bangladesh,Nepal,2,0,2,2,H,0,0,0,1,0,0,False
2020-11-13,Friendly,0.1,Costa Rica,Qatar,1,1,2,0,D,1,0,0,0,1,0,True
2020-11-13,Friendly,0.1,Japan,Panama,1,0,1,1,H,0,0,0,1,0,0,True
2020-11-13,FIFA World Cup qualification,1.0,Colombia,Uruguay,0,3,3,-3,A,0,1,0,0,0,1,False
2020-11-13,FIFA World Cup qualification,1.0,Chile,Peru,2,0,2,2,H,0,0,0,1,0,0,False
2020-11-13,FIFA World Cup qualification,1.0,Brazil,Venezuela,1,0,1,1,H,0,0,0,1,0,0,False
2020-11-13,African Cup of Nations qualification,0.6,Mali,Namibia,1,0,1,1,H,0,0,0,1,0,0,False
2020-11-13,African Cup of Nations qualification,0.6,South Africa,São Tomé and Príncipe,2,0,2,2,H,0,0,0,1,0,0,False
2020-11-13,African Cup of Nations qualification,0.6,Morocco,Central African Republic,4,1,5,3,H,1,1,1,1,0,0,False
2020-11-13,African Cup of Nations qualification,0.6,Tunisia,Tanzania,1,0,1,1,H,0,0,0,1,0,0,False
2020-11-13,African Cup of Nations qualification,0.6,Niger,Ethiopia,1,0,1,1,H,0,0,0,1,0,0,False
2020-11-13,African Cup of Nations qualification,0.6,Nigeria,Sierra Leone,4,4,8,0,D,1,1,1,0,1,0,False
2020-11-14,UEFA Nations League,0.75,Portugal,France,0,1,1,-1,A,0,0,0,0,0,1,False
2020-11-14,UEFA Nations League,0.75,Sweden,Croatia,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-14,UEFA Nations League,0.75,Germany,Ukraine,3,1,4,2,H,1,1,1,1,0,0,False
2020-11-14,UEFA Nations League,0.75,Switzerland,Spain,1,1,2,0,D,1,0,0,0,1,0,False
2020-11-14,UEFA Nations League,0.75,Azerbaijan,Montenegro,0,0,0,0,D,0,0,0,0,1,0,True
2020-11-14,UEFA Nations League,0.75,Cyprus,Luxembourg,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-14,UEFA Nations League,0.75,Malta,Andorra,3,1,4,2,H,1,1,1,1,0,0,False
2020-11-14,UEFA Nations League,0.75,Latvia,Faroe Islands,1,1,2,0,D,1,0,0,0,1,0,False
2020-11-14,UEFA Nations League,0.75,San Marino,Gibraltar,0,0,0,0,D,0,0,0,0,1,0,False
2020-11-14,Friendly,0.1,Mexico,South Korea,3,2,5,1,H,1,1,1,1,0,0,True
2020-11-14,Friendly,0.1,Saudi Arabia,Jamaica,3,0,3,3,H,0,1,0,1,0,0,False
2020-11-14,African Cup of Nations qualification,0.6,Congo DR,Angola,0,0,0,0,D,0,0,0,0,1,0,False
2020-11-14,African Cup of Nations qualification,0.6,Egypt,Togo,1,0,1,1,H,0,0,0,1,0,0,False
2020-11-14,African Cup of Nations qualification,0.6,Benin,Lesotho,1,0,1,1,H,0,0,0,1,0,0,False
2020-11-15,UEFA Nations League,0.75,Netherlands,Bosnia and Herzegovina,3,1,4,2,H,1,1,1,1,0,0,False
2020-11-15,UEFA Nations League,0.75,Italy,Poland,2,0,2,2,H,0,0,0,1,0,0,False
2020-11-15,UEFA Nations League,0.75,Belgium,England,2,0,2,2,H,0,0,0,1,0,0,False
2020-11-15,UEFA Nations League,0.75,Denmark,Iceland,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-15,UEFA Nations League,0.75,Austria,Northern Ireland,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-15,UEFA Nations League,0.75,Romania,Norway,3,0,3,3,H,0,1,0,1,0,0,False
2020-11-15,UEFA Nations League,0.75,Slovakia,Scotland,1,0,1,1,H,0,0,0,1,0,0,False
2020-11-15,UEFA Nations League,0.75,Czech Republic,Israel,1,0,1,1,H,0,0,0,1,0,0,False
2020-11-15,UEFA Nations League,0.75,Turkey,Russia,3,2,5,1,H,1,1,1,1,0,0,False
2020-11-15,UEFA Nations League,0.75,Hungary,Serbia,1,1,2,0,D,1,0,0,0,1,0,False
2020-11-15,UEFA Nations League,0.75,Wales,Republic of Ireland,1,0,1,1,H,0,0,0,1,0,0,False
2020-11-15,UEFA Nations League,0.75,Bulgaria,Finland,1,2,3,-1,A,1,1,0,0,0,1,False
2020-11-15,UEFA Nations League,0.75,North Macedonia,Estonia,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-15,UEFA Nations League,0.75,Georgia,Armenia,1,2,3,-1,A,1,1,0,0,0,1,False
2020-11-15,UEFA Nations League,0.75,Slovenia,Kosovo,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-15,UEFA Nations League,0.75,Moldova,Greece,0,2,2,-2,A,0,0,0,0,0,1,False
2020-11-15,UEFA Nations League,0.75,Albania,Kazakhstan,3,1,4,2,H,1,1,1,1,0,0,False
2020-11-15,UEFA Nations League,0.75,Belarus,Lithuania,2,0,2,2,H,0,0,0,1,0,0,False
2020-11-15,Friendly,0.1,Guatemala,Honduras,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-15,African Cup of Nations qualification,0.6,Chad,Guinea,1,1,2,0,D,1,0,0,0,1,0,False
2020-11-15,African Cup of Nations qualification,0.6,Burundi,Mauritania,3,1,4,2,H,1,1,1,1,0,0,False
2020-11-15,African Cup of Nations qualification,0.6,Comoros,Kenya,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-15,African Cup of Nations qualification,0.6,Guinea-Bissau,Senegal,0,1,1,-1,A,0,0,0,0,0,1,False
2020-11-15,African Cup of Nations qualification,0.6,Equatorial Guinea,Libya,1,0,1,1,H,0,0,0,1,0,0,False
2020-11-16,Friendly,0.1,Jordan,Syria,1,0,1,1,H,0,0,0,1,0,0,True
2020-11-16,Friendly,0.1,United Arab Emirates,Bahrain,1,3,4,-2,A,1,1,1,0,0,1,False
2020-11-16,Friendly,0.1,USA,Panama,6,2,8,4,H,1,1,1,1,0,0,True
2020-11-16,Friendly,0.1,Basque Country,Costa Rica,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-16,African Cup of Nations qualification,0.6,Malawi,Burkina Faso,0,0,0,0,D,0,0,0,0,1,0,False
2020-11-16,African Cup of Nations qualification,0.6,South Sudan,Uganda,1,0,1,1,H,0,0,0,1,0,0,True
2020-11-16,African Cup of Nations qualification,0.6,South Africa,São Tomé and Príncipe,4,2,6,2,H,1,1,1,1,0,0,False
2020-11-16,African Cup of Nations qualification,0.6,Gambia,Gabon,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-16,African Cup of Nations qualification,0.6,Mozambique,Cameroon,0,2,2,-2,A,0,0,0,0,0,1,False
2020-11-16,African Cup of Nations qualification,0.6,Zimbabwe,Algeria,2,2,4,0,D,1,1,1,0,1,0,False
2020-11-16,African Cup of Nations qualification,0.6,Botswana,Zambia,1,0,1,1,H,0,0,0,1,0,0,False
2020-11-16,African Cup of Nations qualification,0.6,Eswatini,Congo,0,0,0,0,D,0,0,0,0,1,0,False
2020-11-17,UEFA Nations League,0.75,Croatia,Portugal,2,3,5,-1,A,1,1,1,0,0,1,False
2020-11-17,UEFA Nations League,0.75,France,Sweden,4,2,6,2,H,1,1,1,1,0,0,False
2020-11-17,UEFA Nations League,0.75,Spain,Germany,6,0,6,6,H,0,1,1,1,0,0,False
2020-11-17,UEFA Nations League,0.75,Switzerland,Ukraine,3,0,3,3,H,0,1,0,1,0,0,False
2020-11-17,UEFA Nations League,0.75,Luxembourg,Azerbaijan,0,0,0,0,D,0,0,0,0,1,0,False
2020-11-17,UEFA Nations League,0.75,Montenegro,Cyprus,4,0,4,4,H,0,1,1,1,0,0,False
2020-11-17,UEFA Nations League,0.75,Andorra,Latvia,0,5,5,-5,A,0,1,1,0,0,1,False
2020-11-17,UEFA Nations League,0.75,Malta,Faroe Islands,1,1,2,0,D,1,0,0,0,1,0,False
2020-11-17,UEFA Nations League,0.75,Gibraltar,Liechtenstein,1,1,2,0,D,1,0,0,0,1,0,False
2020-11-17,Friendly,0.1,Bangladesh,Nepal,0,0,0,0,D,0,0,0,0,1,0,False
2020-11-17,Friendly,0.1,Japan,Mexico,0,2,2,-2,A,0,0,0,0,0,1,True
2020-11-17,Friendly,0.1,South Korea,Qatar,2,1,3,1,H,1,1,0,1,0,0,True
2020-11-17,Friendly,0.1,Saudi Arabia,Jamaica,1,2,3,-1,A,1,1,0,0,0,1,False
2020-11-17,Friendly,0.1,Uzbekistan,Iraq,1,2,3,-1,A,1,1,0,0,0,1,True
2020-11-17,FIFA World Cup qualification,1.0,Ecuador,Colombia,6,1,7,5,H,1,1,1,1,0,0,False
2020-11-17,FIFA World Cup qualification,1.0,Venezuela,Chile,2,1,3,1,H,1,1,0,1,0,0,False
2020-11-17,FIFA World Cup qualification,1.0,Peru,Argentina,0,2,2,-2,A,0,0,0,0,0,1,False
2020-11-17,FIFA World Cup qualification,1.0,Paraguay,Bolivia,2,2,4,0,D,1,1,1,0,1,0,False
2020-11-17,FIFA World Cup qualification,1.0,Uruguay,Brazil,0,2,2,-2,A,0,0,0,0,0,1,False
2020-11-17,African Cup of Nations qualification,0.6,Namibia,Mali,1,2,3,-1,A,1,1,0,0,0,1,False
2020-11-17,African Cup of Nations qualification,0.6,Sudan,Ghana,1,0,1,1,H,0,0,0,1,0,0,False
2020-11-17,African Cup of Nations qualification,0.6,Angola,Congo DR,0,1,1,-1,A,0,0,0,0,0,1,False
2020-11-17,African Cup of Nations qualification,0.6,Central African Republic,Morocco,0,2,2,-2,A,0,0,0,0,0,1,True
2020-11-17,African Cup of Nations qualification,0.6,Rwanda,Cape Verde,0,0,0,0,D,0,0,0,0,1,0,False
2020-11-17,African Cup of Nations qualification,0.6,Togo,Egypt,1,3,4,-2,A,1,1,1,0,0,1,False
2020-11-17,African Cup of Nations qualification,0.6,Tanzania,Tunisia,1,1,2,0,D,1,0,0,0,1,0,False
2020-11-17,African Cup of Nations qualification,0.6,Ethiopia,Niger,3,0,3,3,H,0,1,0,1,0,0,False
2020-11-17,African Cup of Nations qualification,0.6,Madagascar,Ivory Coast,1,1,2,0,D,1,0,0,0,1,0,False
2020-11-17,African Cup of Nations qualification,0.6,Sierra Leone,Nigeria,0,0,0,0,D,0,0,0,0,1,0,False
2020-11-17,African Cup of Nations qualification,0.6,Lesotho,Benin,0,0,0,0,D,0,0,0,0,1,0,False
2020-11-18,UEFA Nations League,0.75,Bosnia and Herzegovina,Italy,0,2,2,-2,A,0,0,0,0,0,1,False
2020-11-18,UEFA Nations League,0.75,Poland,Netherlands,1,2,3,-1,A,1,1,0,0,0,1,False
2020-11-18,UEFA Nations League,0.75,England,Iceland,4,0,4,4,H,0,1,1,1,0,0,False
2020-11-18,UEFA Nations League,0.75,Belgium,Denmark,4,2,6,2,H,1,1,1,1,0,0,False
2020-11-18,UEFA Nations League,0.75,Northern Ireland,Romania,1,1,2,0,D,1,0,0,0,1,0,False
2020-11-18,UEFA Nations League,0.75,Austria,Norway,1,1,2,0,D,1,0,0,0,1,0,False
2020-11-18,UEFA Nations League,0.75,Czech Republic,Slovakia,2,0,2,2,H,0,0,0,1,0,0,False
2020-11-18,UEFA Nations League,0.75,Israel,Scotland,1,0,1,1,H,0,0,0,1,0,0,False
2020-11-18,UEFA Nations League,0.75,Hungary,Turkey,2,0,2,2,H,0,0,0,1,0,0,False
2020-11-18,UEFA Nations League,0.75,Serbia,Russia,5,0,5,5,H,0,1,1,1,0,0,False
2020-11-18,UEFA Nations League,0.75,Republic of Ireland,Bulgaria,0,0,0,0,D,0,0,0,0,1,0,False
2020-11-18,UEFA Nations League,0.75,Wales,Finland,3,1,4,2,H,1,1,1,1,0,0,False
2020-11-18,UEFA Nations League,0.75,Armenia,North Macedonia,1,0,1,1,H,0,0,0,1,0,0,True
2020-11-18,UEFA Nations League,0.75,Georgia,Estonia,0,0,0,0,D,0,0,0,0,1,0,False
2020-11-18,UEFA Nations League,0.75,Kosovo,Moldova,1,0,1,1,H,0,0,0,1,0,0,False
2020-11-18,UEFA Nations League,0.75,Greece,Slovenia,0,0,0,0,D,0,0,0,0,1,0,False
2020-11-18,UEFA Nations League,0.75,Albania,Belarus,3,2,5,1,H,1,1,1,1,0,0,False
2020-11-18,UEFA Nations League,0.75,Kazakhstan,Lithuania,1,2,3,-1,A,1,1,0,0,0,1,False
2020-12-04,FIFA World Cup qualification,1.0,Qatar,Bangladesh,5,0,5,5,H,0,1,1,1,0,0,False
2020-12-09,Friendly,0.1,USA,El Salvador,6,0,6,6,H,0,1,1,1,0,0,False
2021-01-12,Friendly,0.1,United Arab Emirates,Iraq,0,0,0,0,D,0,0,0,0,1,0,False
2021-01-18,Friendly,0.1,Kuwait,Palestine,0,1,1,-1,A,0,0,0,0,0,1,False
2021-01-19,Friendly,0.1,Dominican Republic,Puerto Rico,0,1,1,-1,A,0,0,0,0,0,1,False
2021-01-22,Friendly,0.1,Guatemala,Puerto Rico,1,0,1,1,H,0,0,0,1,0,0,False
2021-01-25,Friendly,0.1,Dominican Republic,Serbia,0,0,0,0,D,0,0,0,0,1,0,False
2021-01-27,Friendly,0.1,Iraq,Kuwait,2,1,3,1,H,1,1,0,1,0,0,False
2021-01-28,Friendly,0.1,Panama,Serbia,0,0,0,0,D,0,0,0,0,1,0,False
2021-01-31,Friendly,0.1,USA,Trinidad and Tobago,7,0,7,7,H,0,1,1,1,0,0,False
2021-02-01,Friendly,0.1,Jordan,Tajikistan,2,0,2,2,H,0,0,0,1,0,0,True
2021-02-05,Friendly,0.1,Jordan,Tajikistan,0,1,1,-1,A,0,0,0,0,0,1,True
2021-02-15,Friendly,0.1,Jordan,Uzbekistan,0,2,2,-2,A,0,0,0,0,0,1,True
2021-02-24,Friendly,0.1,Guatemala,Nicaragua,1,0,1,1,H,0,0,0,1,0,0,False
2021-03-13,Friendly,0.1,Kenya,South Sudan,1,0,1,1,H,0,0,0,1,0,0,False
2021-03-15,Friendly,0.1,Kenya,Tanzania,2,1,3,1,H,1,1,0,1,0,0,False
2021-03-17,Friendly,0.1,Ethiopia,Malawi,4,0,4,4,H,0,1,1,1,0,0,False
2021-03-20,Friendly,0.1,Oman,Jordan,0,0,0,0,D,0,0,0,0,1,0,True
2021-03-24,Friendly,0.1,Belarus,Honduras,1,1,2,0,D,1,0,0,0,1,0,False
2021-03-24,Friendly,0.1,Jordan,Lebanon,1,0,1,1,H,0,0,0,1,0,0,True
2021-03-24,Friendly,0.1,Kosovo,Lithuania,4,0,4,4,H,0,1,1,1,0,0,False
2021-03-24,Friendly,0.1,Qatar,Luxembourg,1,0,1,1,H,0,0,0,1,0,0,True
2021-03-24,FIFA World Cup qualification,1.0,Antigua and Barbuda,Montserrat,2,2,4,0,D,1,1,1,0,1,0,True
2021-03-24,FIFA World Cup qualification,1.0,Suriname,Cayman Islands,3,0,3,3,H,0,1,0,1,0,0,False
2021-03-24,FIFA World Cup qualification,1.0,Guatemala,Cuba,1,0,1,1,H,0,0,0,1,0,0,False
2021-03-24,FIFA World Cup qualification,1.0,Dominican Republic,Dominica,1,0,1,1,H,0,0,0,1,0,0,False
2021-03-24,FIFA World Cup qualification,1.0,Saint Kitts and Nevis,Puerto Rico,1,0,1,1,H,0,0,0,1,0,0,True
2021-03-24,FIFA World Cup qualification,1.0,Portugal,Azerbaijan,1,0,1,1,H,0,0,0,1,0,0,True
2021-03-24,FIFA World Cup qualification,1.0,Serbia,Republic of Ireland,3,2,5,1,H,1,1,1,1,0,0,False
2021-03-24,FIFA World Cup qualification,1.0,France,Ukraine,1,1,2,0,D,1,0,0,0,1,0,False
2021-03-24,FIFA World Cup qualification,1.0,Finland,Bosnia and Herzegovina,2,2,4,0,D,1,1,1,0,1,0,False
2021-03-24,FIFA World Cup qualification,1.0,Belgium,Wales,3,1,4,2,H,1,1,1,1,0,0,False
2021-03-24,FIFA World Cup qualification,1.0,Estonia,Czech Republic,2,6,8,-4,A,1,1,1,0,0,1,True
2021-03-24,FIFA World Cup qualification,1.0,Turkey,Netherlands,4,2,6,2,H,1,1,1,1,0,0,False
2021-03-24,FIFA World Cup qualification,1.0,Gibraltar,Norway,0,3,3,-3,A,0,1,0,0,0,1,False
2021-03-24,FIFA World Cup qualification,1.0,Latvia,Montenegro,1,2,3,-1,A,1,1,0,0,0,1,False
2021-03-24,FIFA World Cup qualification,1.0,Malta,Russia,1,3,4,-2,A,1,1,1,0,0,1,False
2021-03-24,FIFA World Cup qualification,1.0,Slovenia,Croatia,1,0,1,1,H,0,0,0,1,0,0,False
2021-03-24,FIFA World Cup qualification,1.0,Cyprus,Slovakia,0,0,0,0,D,0,0,0,0,1,0,False
2021-03-24,African Cup of Nations qualification,0.6,Chad,Namibia,0,3,3,-3,A,0,1,0,0,0,1,False
2021-03-24,African Cup of Nations qualification,0.6,Guinea,Mali,1,0,1,1,H,0,0,0,1,0,0,True
2021-03-24,African Cup of Nations qualification,0.6,South Sudan,Malawi,0,1,1,-1,A,0,0,0,0,0,1,True
2021-03-24,African Cup of Nations qualification,0.6,Uganda,Burkina Faso,0,0,0,0,D,0,0,0,0,1,0,False
2021-03-24,African Cup of Nations qualification,0.6,São Tomé and Príncipe,Sudan,0,2,2,-2,A,0,0,0,0,0,1,False
2021-03-24,African Cup of Nations qualification,0.6,Rwanda,Mozambique,1,0,1,1,H,0,0,0,1,0,0,False
2021-03-24,African Cup of Nations qualification,0.6,Ethiopia,Madagascar,4,0,4,4,H,0,1,1,1,0,0,False
2021-03-25,Friendly,0.1,Bahrain,Syria,3,1,4,2,H,1,1,1,1,0,0,False
2021-03-25,Friendly,0.1,India,Oman,1,1,2,0,D,1,0,0,0,1,0,True
2021-03-25,Friendly,0.1,Japan,South Korea,3,0,3,3,H,0,1,0,1,0,0,False
2021-03-25,Friendly,0.1,Saudi Arabia,Kuwait,1,0,1,1,H,0,0,0,1,0,0,False
2021-03-25,Friendly,0.1,USA,Jamaica,4,1,5,3,H,1,1,1,1,0,0,True
2021-03-25,FIFA World Cup qualification,1.0,El Salvador,Grenada,2,0,2,2,H,0,0,0,1,0,0,False
2021-03-25,FIFA World Cup qualification,1.0,Canada,Bermuda,5,1,6,4,H,1,1,1,1,0,0,True
2021-03-25,FIFA World Cup qualification,1.0,Curaçao,Saint Vincent and the Grenadines,5,0,5,5,H,0,1,1,1,0,0,False
2021-03-25,FIFA World Cup qualification,1.0,Panama,Barbados,1,0,1,1,H,0,0,0,1,0,0,True
2021-03-25,FIFA World Cup qualification,1.0,Haiti,Belize,2,0,2,2,H,0,0,0,1,0,0,False
2021-03-25,FIFA World Cup qualification,1.0,Trinidad and Tobago,Guyana,3,0,3,3,H,0,1,0,1,0,0,True
2021-03-25,FIFA World Cup qualification,1.0,Spain,Greece,1,1,2,0,D,1,0,0,0,1,0,False
2021-03-25,FIFA World Cup qualification,1.0,Sweden,Georgia,1,0,1,1,H,0,0,0,1,0,0,False
2021-03-25,FIFA World Cup qualification,1.0,Bulgaria,Switzerland,1,3,4,-2,A,1,1,1,0,0,1,False
2021-03-25,FIFA World Cup qualification,1.0,Italy,Northern Ireland,2,0,2,2,H,0,0,0,1,0,0,False
2021-03-25,FIFA World Cup qualification,1.0,Israel,Denmark,0,2,2,-2,A,0,0,0,0,0,1,False
2021-03-25,FIFA World Cup qualification,1.0,Scotland,Austria,2,2,4,0,D,1,1,1,0,1,0,False
2021-03-25,FIFA World Cup qualification,1.0,Moldova,Faroe Islands,1,1,2,0,D,1,0,0,0,1,0,False
2021-03-25,FIFA World Cup qualification,1.0,England,San Marino,5,0,5,5,H,0,1,1,1,0,0,False
2021-03-25,FIFA World Cup qualification,1.0,Andorra,Albania,0,1,1,-1,A,0,0,0,0,0,1,False
2021-03-25,FIFA World Cup qualification,1.0,Hungary,Poland,3,3,6,0,D,1,1,1,0,1,0,False
